model_id,method,cluster,tissue
ach-002459,HC_avg_k44,20,skin
ach-000976,HC_avg_k44,12,bile_duct
ach-001516,HC_avg_k44,38,cervix
ach-001354,HC_avg_k44,38,peripheral_nervous_system
ach-001645,HC_avg_k44,20,skin
ach-003135,HC_avg_k44,27,central_nervous_system
ach-000867,HC_avg_k44,12,lung
ach-000304,HC_avg_k44,20,skin
ach-002069,HC_avg_k44,33,bone
ach-000931,HC_avg_k44,20,skin
ach-001374,HC_avg_k44,35,ovary
ach-000302,HC_avg_k44,4,uterus
ach-000305,HC_avg_k44,11,esophagus
ach-000072,HC_avg_k44,19,blood
ach-000766,HC_avg_k44,11,lung
ach-000533,HC_avg_k44,43,soft_tissue
ach-000343,HC_avg_k44,43,lung
ach-001437,HC_avg_k44,35,testis
ach-000171,HC_avg_k44,4,kidney
ach-003475,HC_avg_k44,11,upper_aerodigestive
ach-000173,HC_avg_k44,10,uterus
ach-000535,HC_avg_k44,11,pancreas
ach-000774,HC_avg_k44,11,lung
ach-000178,HC_avg_k44,7,pancreas
ach-001306,HC_avg_k44,27,thyroid
ach-000994,HC_avg_k44,10,uterus
ach-001188,HC_avg_k44,38,peripheral_nervous_system
ach-000372,HC_avg_k44,19,blood
ach-002886,HC_avg_k44,12,colorectal
ach-000804,HC_avg_k44,38,peripheral_nervous_system
ach-000011,HC_avg_k44,4,urinary_tract
ach-000733,HC_avg_k44,12,lung
ach-001603,HC_avg_k44,38,peripheral_nervous_system
ach-000829,HC_avg_k44,19,plasma_cell
ach-000141,HC_avg_k44,11,bile_duct
ach-000810,HC_avg_k44,20,skin
ach-001994,HC_avg_k44,2,bile_duct
ach-001145,HC_avg_k44,10,ovary
ach-000717,HC_avg_k44,11,esophagus
ach-000738,HC_avg_k44,27,central_nervous_system
ach-001843,HC_avg_k44,20,bile_duct
ach-002664,HC_avg_k44,12,colorectal
ach-000780,HC_avg_k44,38,lung
ach-001548,HC_avg_k44,38,peripheral_nervous_system
ach-000759,HC_avg_k44,12,breast
ach-001555,HC_avg_k44,27,lung
ach-001369,HC_avg_k44,10,ovary
ach-000969,HC_avg_k44,12,colorectal
ach-000873,HC_avg_k44,16,esophagus
ach-001275,HC_avg_k44,33,soft_tissue
ach-002654,HC_avg_k44,12,colorectal
ach-002435,HC_avg_k44,4,kidney
ach-001972,HC_avg_k44,20,skin
ach-000921,HC_avg_k44,28,lung
ach-003470,HC_avg_k44,27,thyroid
ach-001953,HC_avg_k44,20,skin
ach-002843,HC_avg_k44,27,soft_tissue
ach-001373,HC_avg_k44,10,ovary
ach-002800,HC_avg_k44,27,peripheral_nervous_system
ach-001022,HC_avg_k44,38,bone
ach-000082,HC_avg_k44,27,bone
ach-003105,HC_avg_k44,20,skin
ach-000488,HC_avg_k44,11,esophagus
ach-000790,HC_avg_k44,38,lung
ach-000172,HC_avg_k44,43,soft_tissue
ach-000647,HC_avg_k44,11,esophagus
ach-000602,HC_avg_k44,19,blood
ach-003181,HC_avg_k44,27,soft_tissue
ach-002681,HC_avg_k44,27,central_nervous_system
ach-001465,HC_avg_k44,38,peripheral_nervous_system
ach-003012,HC_avg_k44,6,lung
ach-000156,HC_avg_k44,19,blood
ach-002001,HC_avg_k44,20,skin
ach-000315,HC_avg_k44,19,lymphocyte
ach-001678,HC_avg_k44,19,lymphocyte
ach-002446,HC_avg_k44,12,gastric
ach-000201,HC_avg_k44,43,soft_tissue
ach-000435,HC_avg_k44,10,uterus
ach-000965,HC_avg_k44,11,uterus
ach-001550,HC_avg_k44,33,skin
ach-002026,HC_avg_k44,10,uterus
ach-000883,HC_avg_k44,27,central_nervous_system
ach-000482,HC_avg_k44,12,lung
ach-000450,HC_avg_k44,20,skin
ach-002672,HC_avg_k44,12,pancreas
ach-000835,HC_avg_k44,27,soft_tissue
ach-002431,HC_avg_k44,27,peripheral_nervous_system
ach-001802,HC_avg_k44,33,soft_tissue
ach-000629,HC_avg_k44,27,central_nervous_system
ach-000715,HC_avg_k44,11,upper_aerodigestive
ach-000870,HC_avg_k44,38,lung
ach-000910,HC_avg_k44,12,breast
ach-000779,HC_avg_k44,11,lung
ach-000140,HC_avg_k44,19,lymphocyte
ach-001196,HC_avg_k44,33,soft_tissue
ach-001484,HC_avg_k44,19,blood
ach-000693,HC_avg_k44,11,esophagus
ach-000811,HC_avg_k44,10,ovary
ach-000423,HC_avg_k44,20,skin
ach-000290,HC_avg_k44,38,lung
ach-001847,HC_avg_k44,2,bile_duct
ach-000492,HC_avg_k44,19,blood
ach-001519,HC_avg_k44,43,bone
ach-000110,HC_avg_k44,12,gastric
ach-001497,HC_avg_k44,12,esophagus
ach-000102,HC_avg_k44,27,central_nervous_system
ach-000817,HC_avg_k44,19,plasma_cell
ach-001556,HC_avg_k44,27,lung
ach-000964,HC_avg_k44,19,blood
ach-000378,HC_avg_k44,8,lung
ach-000913,HC_avg_k44,29,uterus
ach-000575,HC_avg_k44,24,lung
ach-000634,HC_avg_k44,27,central_nervous_system
ach-002291,HC_avg_k44,35,embryo
ach-001322,HC_avg_k44,33,soft_tissue
ach-002924,HC_avg_k44,20,eye
ach-000767,HC_avg_k44,38,lung
ach-001642,HC_avg_k44,19,lymphocyte
ach-001552,HC_avg_k44,33,skin
ach-000451,HC_avg_k44,11,lung
ach-000879,HC_avg_k44,43,uterus
ach-001842,HC_avg_k44,11,bile_duct
ach-002662,HC_avg_k44,12,colorectal
ach-001032,HC_avg_k44,38,bone
ach-000982,HC_avg_k44,12,colorectal
ach-001636,HC_avg_k44,19,lymphocyte
ach-000189,HC_avg_k44,4,kidney
ach-000454,HC_avg_k44,11,lung
ach-000131,HC_avg_k44,27,fibroblast
ach-000660,HC_avg_k44,19,lymphocyte
ach-001197,HC_avg_k44,19,lymphocyte
ach-000915,HC_avg_k44,20,skin
ach-000480,HC_avg_k44,1,liver
ach-000745,HC_avg_k44,19,plasma_cell
ach-000161,HC_avg_k44,2,lung
ach-000395,HC_avg_k44,37,lung
ach-001459,HC_avg_k44,12,colorectal
ach-000916,HC_avg_k44,12,lung
ach-001609,HC_avg_k44,27,central_nervous_system
ach-001960,HC_avg_k44,11,bile_duct
ach-002648,HC_avg_k44,10,uterus
ach-001856,HC_avg_k44,2,bile_duct
ach-003158,HC_avg_k44,27,muscle
ach-002433,HC_avg_k44,27,bone
ach-000295,HC_avg_k44,19,blood
ach-001485,HC_avg_k44,19,blood
ach-003269,HC_avg_k44,23,soft_tissue
ach-000292,HC_avg_k44,43,lung
ach-000137,HC_avg_k44,26,central_nervous_system
ach-000308,HC_avg_k44,10,ovary
ach-000445,HC_avg_k44,27,central_nervous_system
ach-001229,HC_avg_k44,11,upper_aerodigestive
ach-000144,HC_avg_k44,12,gastric
ach-000837,HC_avg_k44,11,lung
ach-000048,HC_avg_k44,43,ovary
ach-000463,HC_avg_k44,6,lung
ach-000881,HC_avg_k44,20,skin
ach-000388,HC_avg_k44,19,lymphocyte
ach-001992,HC_avg_k44,27,lung
ach-000147,HC_avg_k44,12,breast
ach-000930,HC_avg_k44,9,breast
ach-000899,HC_avg_k44,20,skin
ach-000366,HC_avg_k44,38,peripheral_nervous_system
ach-001571,HC_avg_k44,19,lymphocyte
ach-001526,HC_avg_k44,33,bone
ach-000064,HC_avg_k44,11,lung
ach-001329,HC_avg_k44,27,central_nervous_system
ach-001676,HC_avg_k44,36,upper_aerodigestive
ach-000418,HC_avg_k44,27,bone
ach-001280,HC_avg_k44,33,soft_tissue
ach-002922,HC_avg_k44,38,peripheral_nervous_system
ach-000861,HC_avg_k44,27,lung
ach-000692,HC_avg_k44,11,upper_aerodigestive
ach-003137,HC_avg_k44,27,central_nervous_system
ach-000107,HC_avg_k44,12,pancreas
ach-000133,HC_avg_k44,27,soft_tissue
ach-000306,HC_avg_k44,27,fibroblast
ach-001530,HC_avg_k44,35,uterus
ach-000651,HC_avg_k44,37,colorectal
ach-000563,HC_avg_k44,12,lung
ach-000058,HC_avg_k44,25,thyroid
ach-000345,HC_avg_k44,38,peripheral_nervous_system
ach-000316,HC_avg_k44,2,liver
ach-000884,HC_avg_k44,20,skin
ach-000289,HC_avg_k44,20,central_nervous_system
ach-001451,HC_avg_k44,29,cervix
ach-003459,HC_avg_k44,20,skin
ach-002440,HC_avg_k44,28,thyroid
ach-000355,HC_avg_k44,38,lung
ach-002926,HC_avg_k44,20,unknown
ach-000962,HC_avg_k44,10,ovary
ach-000473,HC_avg_k44,11,urinary_tract
ach-000192,HC_avg_k44,38,uterus
ach-001624,HC_avg_k44,27,central_nervous_system
ach-001989,HC_avg_k44,20,skin
ach-001807,HC_avg_k44,27,soft_tissue
ach-002532,HC_avg_k44,12,colorectal
ach-002466,HC_avg_k44,27,eye
ach-001344,HC_avg_k44,27,peripheral_nervous_system
ach-001684,HC_avg_k44,19,blood
ach-000757,HC_avg_k44,43,lung
ach-000054,HC_avg_k44,27,soft_tissue
ach-001318,HC_avg_k44,1,liver
ach-000601,HC_avg_k44,39,pancreas
ach-000635,HC_avg_k44,10,ovary
ach-001857,HC_avg_k44,31,bile_duct
ach-000966,HC_avg_k44,10,ovary
ach-000630,HC_avg_k44,27,upper_aerodigestive
ach-000225,HC_avg_k44,38,gastric
ach-002047,HC_avg_k44,27,uterus
ach-000657,HC_avg_k44,43,ovary
ach-000624,HC_avg_k44,11,breast
ach-000699,HC_avg_k44,25,breast
ach-000923,HC_avg_k44,19,lymphocyte
ach-000687,HC_avg_k44,19,lymphocyte
ach-000044,HC_avg_k44,12,breast
ach-000740,HC_avg_k44,11,upper_aerodigestive
ach-000447,HC_avg_k44,8,lung
ach-000101,HC_avg_k44,19,blood
ach-001416,HC_avg_k44,11,urinary_tract
ach-000319,HC_avg_k44,27,lung
ach-000198,HC_avg_k44,19,blood
ach-000280,HC_avg_k44,11,ovary
ach-003265,HC_avg_k44,23,soft_tissue
ach-000104,HC_avg_k44,19,blood
ach-001835,HC_avg_k44,2,bile_duct
ach-000892,HC_avg_k44,6,lung
ach-000493,HC_avg_k44,27,liver
ach-000042,HC_avg_k44,12,pancreas
ach-002045,HC_avg_k44,11,upper_aerodigestive
ach-000221,HC_avg_k44,43,liver
ach-000477,HC_avg_k44,20,skin
ach-000746,HC_avg_k44,37,gastric
ach-000356,HC_avg_k44,12,gastric
ach-000457,HC_avg_k44,4,kidney
ach-000904,HC_avg_k44,38,lung
ach-002060,HC_avg_k44,19,blood
ach-003159,HC_avg_k44,27,hair
ach-001813,HC_avg_k44,27,bone
ach-000244,HC_avg_k44,27,central_nervous_system
ach-000610,HC_avg_k44,38,lung
ach-000081,HC_avg_k44,19,blood
ach-003161,HC_avg_k44,27,pancreas
ach-000255,HC_avg_k44,27,gastric
ach-001038,HC_avg_k44,38,bone
ach-000352,HC_avg_k44,12,breast
ach-002016,HC_avg_k44,27,eye
ach-000416,HC_avg_k44,6,lung
ach-000752,HC_avg_k44,27,lung
ach-000862,HC_avg_k44,11,urinary_tract
ach-000236,HC_avg_k44,12,colorectal
ach-000401,HC_avg_k44,20,skin
ach-000731,HC_avg_k44,24,lung
ach-000875,HC_avg_k44,12,lung
ach-000626,HC_avg_k44,19,plasma_cell
ach-000593,HC_avg_k44,11,urinary_tract
ach-000182,HC_avg_k44,12,bile_duct
ach-000442,HC_avg_k44,27,lung
ach-000159,HC_avg_k44,4,kidney
ach-000907,HC_avg_k44,4,kidney
ach-000191,HC_avg_k44,8,thyroid
ach-000205,HC_avg_k44,12,pancreas
ach-000103,HC_avg_k44,10,ovary
ach-000739,HC_avg_k44,1,liver
ach-001558,HC_avg_k44,27,lung
ach-000206,HC_avg_k44,19,lymphocyte
ach-000841,HC_avg_k44,12,lung
ach-000615,HC_avg_k44,20,skin
ach-001613,HC_avg_k44,19,blood
ach-001608,HC_avg_k44,27,central_nervous_system
ach-000801,HC_avg_k44,20,skin
ach-000539,HC_avg_k44,27,fibroblast
ach-000464,HC_avg_k44,27,central_nervous_system
ach-000622,HC_avg_k44,27,central_nervous_system
ach-000452,HC_avg_k44,16,esophagus
ach-001390,HC_avg_k44,11,breast
ach-001401,HC_avg_k44,43,adrenal_cortex
ach-000365,HC_avg_k44,19,lymphocyte
ach-001431,HC_avg_k44,38,bone
ach-000475,HC_avg_k44,1,liver
ach-000860,HC_avg_k44,12,lung
ach-000074,HC_avg_k44,19,blood
ach-000377,HC_avg_k44,12,bile_duct
ach-001562,HC_avg_k44,27,lung
ach-001693,HC_avg_k44,27,upper_aerodigestive
ach-003134,HC_avg_k44,27,unknown
ach-000259,HC_avg_k44,38,peripheral_nervous_system
ach-001697,HC_avg_k44,11,upper_aerodigestive
ach-002801,HC_avg_k44,20,peripheral_nervous_system
ach-001388,HC_avg_k44,11,breast
ach-001410,HC_avg_k44,12,urinary_tract
ach-002025,HC_avg_k44,12,colorectal
ach-002688,HC_avg_k44,27,bone
ach-000720,HC_avg_k44,27,urinary_tract
ach-000095,HC_avg_k44,38,central_nervous_system
ach-001345,HC_avg_k44,12,colorectal
ach-000558,HC_avg_k44,27,central_nervous_system
ach-000664,HC_avg_k44,19,lymphocyte
ach-000177,HC_avg_k44,38,prostate
ach-001423,HC_avg_k44,4,kidney
ach-000335,HC_avg_k44,27,lung
ach-000940,HC_avg_k44,43,uterus
ach-003160,HC_avg_k44,27,hair
ach-000631,HC_avg_k44,20,central_nervous_system
ach-000207,HC_avg_k44,11,upper_aerodigestive
ach-000764,HC_avg_k44,24,gastric
ach-000995,HC_avg_k44,19,blood
ach-000373,HC_avg_k44,19,blood
ach-000953,HC_avg_k44,19,blood
ach-000709,HC_avg_k44,4,kidney
ach-003463,HC_avg_k44,19,lymphocyte
ach-000846,HC_avg_k44,11,upper_aerodigestive
ach-001702,HC_avg_k44,4,soft_tissue
ach-000333,HC_avg_k44,12,ovary
ach-001708,HC_avg_k44,19,lymphocyte
ach-002059,HC_avg_k44,19,blood
ach-000929,HC_avg_k44,12,lung
ach-001395,HC_avg_k44,12,breast
ach-000948,HC_avg_k44,12,gastric
ach-002015,HC_avg_k44,27,eye
ach-000981,HC_avg_k44,19,blood
ach-000617,HC_avg_k44,10,ovary
ach-000311,HC_avg_k44,12,lung
ach-001210,HC_avg_k44,43,soft_tissue
ach-001834,HC_avg_k44,2,bile_duct
ach-002010,HC_avg_k44,20,eye
ach-003143,HC_avg_k44,4,kidney
ach-000390,HC_avg_k44,11,lung
ach-000468,HC_avg_k44,7,pancreas
ach-002651,HC_avg_k44,19,blood
ach-001061,HC_avg_k44,12,colorectal
ach-000077,HC_avg_k44,19,lymphocyte
ach-000456,HC_avg_k44,28,thyroid
ach-002703,HC_avg_k44,1,gastric
ach-000496,HC_avg_k44,8,lung
ach-002512,HC_avg_k44,20,skin
ach-000062,HC_avg_k44,8,lung
ach-002464,HC_avg_k44,27,eye
ach-000088,HC_avg_k44,27,fibroblast
ach-000536,HC_avg_k44,11,breast
ach-000071,HC_avg_k44,27,fibroblast
ach-002004,HC_avg_k44,20,skin
ach-000878,HC_avg_k44,6,lung
ach-001380,HC_avg_k44,2,pancreas
ach-002061,HC_avg_k44,19,blood
ach-000385,HC_avg_k44,4,kidney
ach-000412,HC_avg_k44,12,colorectal
ach-003474,HC_avg_k44,11,upper_aerodigestive
ach-000427,HC_avg_k44,12,gastric
ach-000938,HC_avg_k44,19,blood
ach-000462,HC_avg_k44,19,blood
ach-000939,HC_avg_k44,43,soft_tissue
ach-000325,HC_avg_k44,12,gastric
ach-000515,HC_avg_k44,38,lung
ach-001033,HC_avg_k44,43,central_nervous_system
ach-000919,HC_avg_k44,12,gastric
ach-000863,HC_avg_k44,27,central_nervous_system
ach-000642,HC_avg_k44,11,breast
ach-000581,HC_avg_k44,12,gastric
ach-001435,HC_avg_k44,33,testis
ach-001050,HC_avg_k44,33,soft_tissue
ach-001818,HC_avg_k44,27,bone
ach-001384,HC_avg_k44,27,thyroid
ach-000797,HC_avg_k44,27,fibroblast
ach-000220,HC_avg_k44,19,lymphocyte
ach-001533,HC_avg_k44,19,lymphocyte
ach-001508,HC_avg_k44,17,upper_aerodigestive
ach-000827,HC_avg_k44,27,skin
ach-003119,HC_avg_k44,38,lung
ach-000961,HC_avg_k44,10,uterus
ach-000778,HC_avg_k44,11,upper_aerodigestive
ach-000825,HC_avg_k44,24,lung
ach-000743,HC_avg_k44,38,lung
ach-000190,HC_avg_k44,27,unknown
ach-001819,HC_avg_k44,12,breast
ach-000157,HC_avg_k44,19,lymphocyte
ach-001786,HC_avg_k44,12,colorectal
ach-000253,HC_avg_k44,12,colorectal
ach-001376,HC_avg_k44,12,pancreas
ach-000958,HC_avg_k44,12,colorectal
ach-000228,HC_avg_k44,11,upper_aerodigestive
ach-000266,HC_avg_k44,12,pancreas
ach-001750,HC_avg_k44,27,soft_tissue
ach-000174,HC_avg_k44,30,thyroid
ach-000245,HC_avg_k44,19,lymphocyte
ach-001279,HC_avg_k44,43,ovary
ach-000620,HC_avg_k44,10,liver
ach-000813,HC_avg_k44,8,lung
ach-001513,HC_avg_k44,12,cervix
ach-000168,HC_avg_k44,19,blood
ach-000257,HC_avg_k44,38,lung
ach-000211,HC_avg_k44,27,central_nervous_system
ach-000283,HC_avg_k44,27,central_nervous_system
ach-002401,HC_avg_k44,11,breast
ach-002041,HC_avg_k44,27,thyroid
ach-000987,HC_avg_k44,20,skin
ach-003465,HC_avg_k44,27,upper_aerodigestive
ach-000682,HC_avg_k44,11,upper_aerodigestive
ach-000073,HC_avg_k44,19,lymphocyte
ach-000212,HC_avg_k44,30,breast
ach-000096,HC_avg_k44,43,kidney
ach-002500,HC_avg_k44,19,lymphocyte
ach-001440,HC_avg_k44,35,testis
ach-000063,HC_avg_k44,27,fibroblast
ach-002942,HC_avg_k44,23,soft_tissue
ach-001999,HC_avg_k44,12,pancreas
ach-000776,HC_avg_k44,18,central_nervous_system
ach-000521,HC_avg_k44,6,lung
ach-000299,HC_avg_k44,19,blood
ach-000025,HC_avg_k44,27,central_nervous_system
ach-000591,HC_avg_k44,27,central_nervous_system
ach-001716,HC_avg_k44,38,peripheral_nervous_system
ach-000833,HC_avg_k44,33,soft_tissue
ach-001628,HC_avg_k44,4,ovary
ach-000398,HC_avg_k44,19,lymphocyte
ach-000274,HC_avg_k44,20,skin
ach-001370,HC_avg_k44,28,ovary
ach-001700,HC_avg_k44,11,upper_aerodigestive
ach-000029,HC_avg_k44,12,lung
ach-001849,HC_avg_k44,12,bile_duct
ach-000644,HC_avg_k44,20,skin
ach-001422,HC_avg_k44,11,prostate
ach-000588,HC_avg_k44,19,plasma_cell
ach-000849,HC_avg_k44,11,breast
ach-002690,HC_avg_k44,27,bone
ach-000219,HC_avg_k44,20,skin
ach-000150,HC_avg_k44,12,lung
ach-001845,HC_avg_k44,2,bile_duct
ach-002643,HC_avg_k44,19,lymphocyte
ach-000384,HC_avg_k44,11,urinary_tract
ach-001053,HC_avg_k44,38,central_nervous_system
ach-001274,HC_avg_k44,27,soft_tissue
ach-000091,HC_avg_k44,4,ovary
ach-002932,HC_avg_k44,12,colorectal
ach-002014,HC_avg_k44,20,eye
ach-001634,HC_avg_k44,19,blood
ach-002531,HC_avg_k44,12,lung
ach-000495,HC_avg_k44,4,kidney
ach-000911,HC_avg_k44,11,gastric
ach-000013,HC_avg_k44,10,ovary
ach-002667,HC_avg_k44,12,colorectal
ach-000777,HC_avg_k44,11,esophagus
ach-001765,HC_avg_k44,33,soft_tissue
ach-000312,HC_avg_k44,38,peripheral_nervous_system
ach-000085,HC_avg_k44,11,pancreas
ach-000436,HC_avg_k44,19,plasma_cell
ach-000869,HC_avg_k44,12,lung
ach-003061,HC_avg_k44,38,lung
ach-003471,HC_avg_k44,3,thyroid
ach-000267,HC_avg_k44,19,lymphocyte
ach-000489,HC_avg_k44,12,colorectal
ach-000431,HC_avg_k44,38,lung
ach-000152,HC_avg_k44,27,central_nervous_system
ach-000909,HC_avg_k44,43,uterus
ach-000534,HC_avg_k44,19,lymphocyte
ach-001489,HC_avg_k44,38,lung
ach-000582,HC_avg_k44,20,skin
ach-000460,HC_avg_k44,10,ovary
ach-000443,HC_avg_k44,10,ovary
ach-001570,HC_avg_k44,20,skin
ach-000986,HC_avg_k44,12,colorectal
ach-001335,HC_avg_k44,11,cervix
ach-000023,HC_avg_k44,30,pancreas
ach-002062,HC_avg_k44,19,lymphocyte
ach-002462,HC_avg_k44,27,eye
ach-000151,HC_avg_k44,19,blood
ach-001277,HC_avg_k44,33,soft_tissue
ach-000607,HC_avg_k44,43,soft_tissue
ach-002647,HC_avg_k44,11,gastric
ach-000703,HC_avg_k44,38,lung
ach-001211,HC_avg_k44,43,soft_tissue
ach-003152,HC_avg_k44,27,lung
ach-001511,HC_avg_k44,11,upper_aerodigestive
ach-000113,HC_avg_k44,19,blood
ach-000337,HC_avg_k44,12,lung
ach-000598,HC_avg_k44,19,plasma_cell
ach-000057,HC_avg_k44,19,plasma_cell
ach-000281,HC_avg_k44,11,pancreas
ach-000321,HC_avg_k44,19,blood
ach-000985,HC_avg_k44,12,colorectal
ach-000444,HC_avg_k44,30,lung
ach-000347,HC_avg_k44,38,pancreas
ach-001399,HC_avg_k44,12,colorectal
ach-001097,HC_avg_k44,19,lymphocyte
ach-000127,HC_avg_k44,30,urinary_tract
ach-001961,HC_avg_k44,7,bile_duct
ach-001796,HC_avg_k44,27,soft_tissue
ach-000307,HC_avg_k44,11,pancreas
ach-001030,HC_avg_k44,38,bone
ach-002485,HC_avg_k44,19,lymphocyte
ach-000595,HC_avg_k44,20,central_nervous_system
ach-001540,HC_avg_k44,27,soft_tissue
ach-000298,HC_avg_k44,38,lung
ach-000771,HC_avg_k44,11,upper_aerodigestive
ach-000500,HC_avg_k44,30,upper_aerodigestive
ach-000353,HC_avg_k44,11,esophagus
ach-000363,HC_avg_k44,19,plasma_cell
ach-000350,HC_avg_k44,12,colorectal
ach-000053,HC_avg_k44,19,lymphocyte
ach-001543,HC_avg_k44,11,upper_aerodigestive
ach-000663,HC_avg_k44,4,ovary
ach-000346,HC_avg_k44,19,blood
ach-000970,HC_avg_k44,12,colorectal
ach-002543,HC_avg_k44,12,colorectal
ach-001333,HC_avg_k44,43,cervix
ach-000794,HC_avg_k44,11,upper_aerodigestive
ach-000039,HC_avg_k44,38,bone
ach-000471,HC_avg_k44,1,liver
ach-000850,HC_avg_k44,27,fibroblast
ach-000291,HC_avg_k44,12,ovary
ach-001453,HC_avg_k44,11,prostate
ach-001458,HC_avg_k44,12,colorectal
ach-000886,HC_avg_k44,12,lung
ach-000888,HC_avg_k44,5,lung
ach-000659,HC_avg_k44,38,lung
ach-000030,HC_avg_k44,11,lung
ach-001201,HC_avg_k44,38,central_nervous_system
ach-000271,HC_avg_k44,19,lymphocyte
ach-002676,HC_avg_k44,19,blood
ach-000549,HC_avg_k44,11,upper_aerodigestive
ach-000555,HC_avg_k44,4,kidney
ach-000478,HC_avg_k44,27,liver
ach-000775,HC_avg_k44,12,lung
ach-002214,HC_avg_k44,19,lymphocyte
ach-000038,HC_avg_k44,19,lymphocyte
ach-001109,HC_avg_k44,43,soft_tissue
ach-001442,HC_avg_k44,11,epidermoid_carcinoma
ach-000559,HC_avg_k44,38,lung
ach-000510,HC_avg_k44,43,lung
ach-002065,HC_avg_k44,27,central_nervous_system
ach-000676,HC_avg_k44,20,central_nervous_system
ach-002659,HC_avg_k44,12,colorectal
ach-000844,HC_avg_k44,38,lung
ach-002403,HC_avg_k44,27,skin
ach-002787,HC_avg_k44,27,soft_tissue
ach-002497,HC_avg_k44,5,lung
ach-002798,HC_avg_k44,27,skin
ach-000925,HC_avg_k44,12,lung
ach-002465,HC_avg_k44,27,eye
ach-000272,HC_avg_k44,4,kidney
ach-001035,HC_avg_k44,38,bone
ach-003457,HC_avg_k44,20,skin
ach-000513,HC_avg_k44,4,kidney
ach-001059,HC_avg_k44,43,soft_tissue
ach-000959,HC_avg_k44,12,colorectal
ach-002283,HC_avg_k44,38,peripheral_nervous_system
ach-000169,HC_avg_k44,33,soft_tissue
ach-001402,HC_avg_k44,6,cervix
ach-000796,HC_avg_k44,12,ovary
ach-000143,HC_avg_k44,36,lung
ach-000067,HC_avg_k44,27,central_nervous_system
ach-000640,HC_avg_k44,20,skin
ach-001591,HC_avg_k44,38,lung
ach-001674,HC_avg_k44,38,peripheral_nervous_system
ach-001698,HC_avg_k44,11,upper_aerodigestive
ach-002002,HC_avg_k44,20,skin
ach-002011,HC_avg_k44,20,eye
ach-003268,HC_avg_k44,23,soft_tissue
ach-000967,HC_avg_k44,12,colorectal
ach-000469,HC_avg_k44,27,central_nervous_system
ach-001353,HC_avg_k44,12,pancreas
ach-001574,HC_avg_k44,19,blood
ach-000097,HC_avg_k44,12,breast
ach-000256,HC_avg_k44,10,ovary
ach-000977,HC_avg_k44,12,prostate
ach-000972,HC_avg_k44,10,uterus
ach-001367,HC_avg_k44,38,peripheral_nervous_system
ach-000382,HC_avg_k44,38,lung
ach-003476,HC_avg_k44,11,upper_aerodigestive
ach-000579,HC_avg_k44,20,skin
ach-002035,HC_avg_k44,30,lung
ach-001532,HC_avg_k44,43,kidney
ach-000695,HC_avg_k44,38,lung
ach-001795,HC_avg_k44,4,soft_tissue
ach-001510,HC_avg_k44,11,upper_aerodigestive
ach-000502,HC_avg_k44,12,pancreas
ach-000183,HC_avg_k44,19,plasma_cell
ach-000408,HC_avg_k44,11,esophagus
ach-001496,HC_avg_k44,12,esophagus
ach-000788,HC_avg_k44,20,skin
ach-002405,HC_avg_k44,21,skin
ach-002409,HC_avg_k44,27,central_nervous_system
ach-001622,HC_avg_k44,27,central_nervous_system
ach-000466,HC_avg_k44,11,gastric
ach-001560,HC_avg_k44,27,lung
ach-001019,HC_avg_k44,38,skin
ach-003111,HC_avg_k44,27,soft_tissue
ach-000005,HC_avg_k44,19,blood
ach-001687,HC_avg_k44,4,kidney
ach-001151,HC_avg_k44,7,ovary
ach-000701,HC_avg_k44,11,ovary
ach-000542,HC_avg_k44,27,ovary
ach-000126,HC_avg_k44,27,central_nervous_system
ach-001685,HC_avg_k44,19,lymphocyte
ach-000933,HC_avg_k44,12,pancreas
ach-000068,HC_avg_k44,19,lymphocyte
ach-000015,HC_avg_k44,43,lung
ach-001111,HC_avg_k44,19,lymphocyte
ach-000487,HC_avg_k44,19,blood
ach-000122,HC_avg_k44,19,blood
ach-000288,HC_avg_k44,27,breast
ach-001820,HC_avg_k44,9,breast
ach-000782,HC_avg_k44,19,blood
ach-001632,HC_avg_k44,10,ovary
ach-002399,HC_avg_k44,11,breast
ach-000357,HC_avg_k44,19,lymphocyte
ach-000079,HC_avg_k44,27,fibroblast
ach-001031,HC_avg_k44,43,soft_tissue
ach-001064,HC_avg_k44,19,lymphocyte
ach-002802,HC_avg_k44,20,peripheral_nervous_system
ach-001048,HC_avg_k44,29,ovary
ach-000453,HC_avg_k44,19,plasma_cell
ach-003155,HC_avg_k44,22,liver
ach-000791,HC_avg_k44,12,lung
ach-000567,HC_avg_k44,19,lymphocyte
ach-001391,HC_avg_k44,22,breast
ach-001075,HC_avg_k44,11,lung
ach-000105,HC_avg_k44,19,blood
ach-000557,HC_avg_k44,19,blood
ach-000175,HC_avg_k44,27,fibroblast
ach-001356,HC_avg_k44,27,thyroid
ach-001844,HC_avg_k44,2,bile_duct
ach-001346,HC_avg_k44,11,upper_aerodigestive
ach-000885,HC_avg_k44,4,ovary
ach-000900,HC_avg_k44,43,lung
ach-000666,HC_avg_k44,6,lung
ach-001428,HC_avg_k44,38,bone
ach-000217,HC_avg_k44,24,liver
ach-000872,HC_avg_k44,6,lung
ach-001974,HC_avg_k44,20,skin
ach-002020,HC_avg_k44,11,cervix
ach-001638,HC_avg_k44,19,lymphocyte
ach-001228,HC_avg_k44,11,upper_aerodigestive
