model_id,method,cluster,tissue
ach-001813,Louvain_k20,13,bone
ach-000244,Louvain_k20,13,central_nervous_system
ach-000610,Louvain_k20,6,lung
ach-000081,Louvain_k20,3,blood
ach-003161,Louvain_k20,13,pancreas
ach-000255,Louvain_k20,13,gastric
ach-001038,Louvain_k20,11,bone
ach-000352,Louvain_k20,0,breast
ach-002016,Louvain_k20,13,eye
ach-000416,Louvain_k20,0,lung
ach-000752,Louvain_k20,13,lung
ach-000862,Louvain_k20,4,urinary_tract
ach-000236,Louvain_k20,10,colorectal
ach-000401,Louvain_k20,12,skin
ach-000731,Louvain_k20,13,lung
ach-000875,Louvain_k20,1,lung
ach-000626,Louvain_k20,7,plasma_cell
ach-000593,Louvain_k20,4,urinary_tract
ach-000182,Louvain_k20,1,bile_duct
ach-000442,Louvain_k20,13,lung
ach-000159,Louvain_k20,9,kidney
ach-000907,Louvain_k20,9,kidney
ach-000191,Louvain_k20,13,thyroid
ach-000205,Louvain_k20,1,pancreas
ach-000103,Louvain_k20,9,ovary
ach-000739,Louvain_k20,10,liver
ach-001558,Louvain_k20,13,lung
ach-000206,Louvain_k20,7,lymphocyte
ach-000841,Louvain_k20,1,lung
ach-000615,Louvain_k20,12,skin
ach-001613,Louvain_k20,3,blood
ach-001608,Louvain_k20,13,central_nervous_system
ach-000801,Louvain_k20,12,skin
ach-000539,Louvain_k20,13,fibroblast
ach-000464,Louvain_k20,13,central_nervous_system
ach-000622,Louvain_k20,13,central_nervous_system
ach-000452,Louvain_k20,4,esophagus
ach-001390,Louvain_k20,4,breast
ach-001401,Louvain_k20,2,adrenal_cortex
ach-000365,Louvain_k20,7,lymphocyte
ach-001431,Louvain_k20,11,bone
ach-000475,Louvain_k20,10,liver
ach-000860,Louvain_k20,1,lung
ach-000074,Louvain_k20,3,blood
ach-000377,Louvain_k20,1,bile_duct
ach-001562,Louvain_k20,13,lung
ach-001693,Louvain_k20,13,upper_aerodigestive
ach-003134,Louvain_k20,13,unknown
ach-000259,Louvain_k20,8,peripheral_nervous_system
ach-001697,Louvain_k20,4,upper_aerodigestive
ach-002801,Louvain_k20,12,peripheral_nervous_system
ach-001388,Louvain_k20,4,breast
ach-001410,Louvain_k20,10,urinary_tract
ach-002025,Louvain_k20,10,colorectal
ach-002688,Louvain_k20,13,bone
ach-000720,Louvain_k20,13,urinary_tract
ach-000095,Louvain_k20,8,central_nervous_system
ach-001345,Louvain_k20,10,colorectal
ach-000558,Louvain_k20,13,central_nervous_system
ach-000664,Louvain_k20,7,lymphocyte
ach-000177,Louvain_k20,6,prostate
ach-001423,Louvain_k20,9,kidney
ach-000335,Louvain_k20,13,lung
ach-000940,Louvain_k20,2,uterus
ach-003160,Louvain_k20,13,hair
ach-000631,Louvain_k20,13,central_nervous_system
ach-000207,Louvain_k20,4,upper_aerodigestive
ach-000764,Louvain_k20,13,gastric
ach-000995,Louvain_k20,5,blood
ach-000373,Louvain_k20,3,blood
ach-000953,Louvain_k20,5,blood
ach-000709,Louvain_k20,9,kidney
ach-003463,Louvain_k20,7,lymphocyte
ach-000846,Louvain_k20,4,upper_aerodigestive
ach-001702,Louvain_k20,9,soft_tissue
ach-000333,Louvain_k20,10,ovary
ach-001708,Louvain_k20,5,lymphocyte
ach-002059,Louvain_k20,5,blood
ach-000929,Louvain_k20,0,lung
ach-001395,Louvain_k20,0,breast
ach-000948,Louvain_k20,10,gastric
ach-002015,Louvain_k20,13,eye
ach-000981,Louvain_k20,5,blood
ach-000617,Louvain_k20,9,ovary
ach-000311,Louvain_k20,0,lung
ach-001210,Louvain_k20,2,soft_tissue
ach-001834,Louvain_k20,1,bile_duct
ach-002010,Louvain_k20,12,eye
ach-003143,Louvain_k20,13,kidney
ach-000390,Louvain_k20,4,lung
ach-000468,Louvain_k20,1,pancreas
ach-002651,Louvain_k20,3,blood
ach-001061,Louvain_k20,10,colorectal
ach-000077,Louvain_k20,7,lymphocyte
ach-000456,Louvain_k20,13,thyroid
ach-002703,Louvain_k20,10,gastric
ach-000496,Louvain_k20,13,lung
ach-002512,Louvain_k20,12,skin
ach-000062,Louvain_k20,0,lung
ach-002464,Louvain_k20,13,eye
ach-000088,Louvain_k20,13,fibroblast
ach-000536,Louvain_k20,0,breast
ach-000071,Louvain_k20,13,fibroblast
ach-002004,Louvain_k20,12,skin
ach-000878,Louvain_k20,0,lung
ach-001380,Louvain_k20,9,pancreas
ach-002061,Louvain_k20,3,blood
ach-000385,Louvain_k20,9,kidney
ach-000412,Louvain_k20,1,colorectal
ach-003474,Louvain_k20,4,upper_aerodigestive
ach-000427,Louvain_k20,10,gastric
ach-000938,Louvain_k20,5,blood
ach-000462,Louvain_k20,5,blood
ach-000939,Louvain_k20,2,soft_tissue
ach-000325,Louvain_k20,10,gastric
ach-000515,Louvain_k20,6,lung
ach-001033,Louvain_k20,2,central_nervous_system
ach-000919,Louvain_k20,10,gastric
ach-000863,Louvain_k20,13,central_nervous_system
ach-000642,Louvain_k20,4,breast
ach-000581,Louvain_k20,10,gastric
ach-001435,Louvain_k20,13,testis
ach-001050,Louvain_k20,13,soft_tissue
ach-001818,Louvain_k20,13,bone
ach-001384,Louvain_k20,13,thyroid
ach-000797,Louvain_k20,13,fibroblast
ach-000220,Louvain_k20,7,lymphocyte
ach-001533,Louvain_k20,7,lymphocyte
ach-001508,Louvain_k20,4,upper_aerodigestive
ach-000827,Louvain_k20,12,skin
ach-003119,Louvain_k20,6,lung
ach-000961,Louvain_k20,9,uterus
ach-000778,Louvain_k20,4,upper_aerodigestive
ach-000825,Louvain_k20,13,lung
ach-000743,Louvain_k20,6,lung
ach-000190,Louvain_k20,13,unknown
ach-001819,Louvain_k20,0,breast
ach-000157,Louvain_k20,7,lymphocyte
ach-001786,Louvain_k20,10,colorectal
ach-000253,Louvain_k20,10,colorectal
ach-001376,Louvain_k20,1,pancreas
ach-000958,Louvain_k20,10,colorectal
ach-000228,Louvain_k20,4,upper_aerodigestive
ach-000266,Louvain_k20,1,pancreas
ach-001750,Louvain_k20,13,soft_tissue
ach-000174,Louvain_k20,13,thyroid
ach-000245,Louvain_k20,7,lymphocyte
ach-001279,Louvain_k20,2,ovary
ach-000620,Louvain_k20,9,liver
ach-000813,Louvain_k20,1,lung
ach-001513,Louvain_k20,0,cervix
ach-000168,Louvain_k20,3,blood
ach-000257,Louvain_k20,6,lung
ach-000211,Louvain_k20,13,central_nervous_system
ach-000283,Louvain_k20,13,central_nervous_system
ach-002401,Louvain_k20,4,breast
ach-002041,Louvain_k20,13,thyroid
ach-000987,Louvain_k20,12,skin
ach-003465,Louvain_k20,13,upper_aerodigestive
ach-000682,Louvain_k20,4,upper_aerodigestive
ach-000073,Louvain_k20,7,lymphocyte
ach-000212,Louvain_k20,13,breast
ach-000096,Louvain_k20,2,kidney
ach-002500,Louvain_k20,7,lymphocyte
ach-001440,Louvain_k20,8,testis
ach-000063,Louvain_k20,13,fibroblast
ach-002942,Louvain_k20,13,soft_tissue
ach-001999,Louvain_k20,1,pancreas
ach-000776,Louvain_k20,13,central_nervous_system
ach-000521,Louvain_k20,0,lung
ach-000299,Louvain_k20,3,blood
ach-000025,Louvain_k20,13,central_nervous_system
ach-000591,Louvain_k20,13,central_nervous_system
ach-001716,Louvain_k20,8,peripheral_nervous_system
ach-000833,Louvain_k20,8,soft_tissue
ach-001628,Louvain_k20,9,ovary
ach-000398,Louvain_k20,7,lymphocyte
ach-000274,Louvain_k20,12,skin
ach-001370,Louvain_k20,13,ovary
ach-001700,Louvain_k20,4,upper_aerodigestive
ach-000029,Louvain_k20,1,lung
ach-001849,Louvain_k20,1,bile_duct
ach-000644,Louvain_k20,12,skin
ach-001422,Louvain_k20,4,prostate
ach-000588,Louvain_k20,7,plasma_cell
ach-000849,Louvain_k20,0,breast
ach-002690,Louvain_k20,13,bone
ach-000219,Louvain_k20,12,skin
ach-000150,Louvain_k20,1,lung
ach-001845,Louvain_k20,9,bile_duct
ach-002643,Louvain_k20,5,lymphocyte
ach-000384,Louvain_k20,4,urinary_tract
ach-001053,Louvain_k20,8,central_nervous_system
ach-001274,Louvain_k20,13,soft_tissue
ach-000091,Louvain_k20,9,ovary
ach-002932,Louvain_k20,10,colorectal
ach-002014,Louvain_k20,12,eye
ach-001634,Louvain_k20,7,blood
ach-002531,Louvain_k20,1,lung
ach-000495,Louvain_k20,9,kidney
ach-000911,Louvain_k20,1,gastric
ach-000013,Louvain_k20,9,ovary
ach-002667,Louvain_k20,10,colorectal
ach-000777,Louvain_k20,4,esophagus
ach-001765,Louvain_k20,8,soft_tissue
ach-000312,Louvain_k20,8,peripheral_nervous_system
ach-000085,Louvain_k20,4,pancreas
ach-000436,Louvain_k20,7,plasma_cell
ach-000869,Louvain_k20,4,lung
ach-003061,Louvain_k20,6,lung
ach-003471,Louvain_k20,9,thyroid
ach-000267,Louvain_k20,7,lymphocyte
ach-000489,Louvain_k20,10,colorectal
ach-000431,Louvain_k20,6,lung
ach-000152,Louvain_k20,13,central_nervous_system
ach-000909,Louvain_k20,2,uterus
ach-000534,Louvain_k20,7,lymphocyte
ach-001489,Louvain_k20,6,lung
ach-000582,Louvain_k20,12,skin
ach-000460,Louvain_k20,1,ovary
ach-000443,Louvain_k20,9,ovary
ach-001570,Louvain_k20,12,skin
ach-000986,Louvain_k20,10,colorectal
ach-001335,Louvain_k20,4,cervix
ach-000023,Louvain_k20,13,pancreas
ach-002062,Louvain_k20,7,lymphocyte
ach-002462,Louvain_k20,13,eye
ach-000151,Louvain_k20,7,blood
ach-001277,Louvain_k20,2,soft_tissue
ach-000607,Louvain_k20,2,soft_tissue
ach-002647,Louvain_k20,1,gastric
ach-000703,Louvain_k20,6,lung
ach-001211,Louvain_k20,2,soft_tissue
ach-003152,Louvain_k20,13,lung
ach-001511,Louvain_k20,4,upper_aerodigestive
ach-000113,Louvain_k20,3,blood
ach-000337,Louvain_k20,1,lung
ach-000598,Louvain_k20,7,plasma_cell
ach-000057,Louvain_k20,7,plasma_cell
ach-000281,Louvain_k20,1,pancreas
ach-000321,Louvain_k20,3,blood
ach-000985,Louvain_k20,10,colorectal
ach-000444,Louvain_k20,13,lung
ach-000347,Louvain_k20,6,pancreas
ach-001399,Louvain_k20,10,colorectal
ach-001097,Louvain_k20,7,lymphocyte
ach-000127,Louvain_k20,13,urinary_tract
ach-001961,Louvain_k20,1,bile_duct
ach-001796,Louvain_k20,13,soft_tissue
ach-000307,Louvain_k20,4,pancreas
ach-001030,Louvain_k20,11,bone
ach-002485,Louvain_k20,7,lymphocyte
ach-000595,Louvain_k20,12,central_nervous_system
ach-001540,Louvain_k20,13,soft_tissue
ach-000298,Louvain_k20,6,lung
ach-000771,Louvain_k20,4,upper_aerodigestive
ach-000500,Louvain_k20,13,upper_aerodigestive
ach-000353,Louvain_k20,4,esophagus
ach-000363,Louvain_k20,7,plasma_cell
ach-000350,Louvain_k20,10,colorectal
ach-000053,Louvain_k20,7,lymphocyte
ach-001543,Louvain_k20,4,upper_aerodigestive
ach-000663,Louvain_k20,9,ovary
ach-000346,Louvain_k20,7,blood
ach-000970,Louvain_k20,1,colorectal
ach-002543,Louvain_k20,10,colorectal
ach-001333,Louvain_k20,2,cervix
ach-000794,Louvain_k20,4,upper_aerodigestive
ach-000039,Louvain_k20,11,bone
ach-000471,Louvain_k20,10,liver
ach-000850,Louvain_k20,13,fibroblast
ach-000291,Louvain_k20,10,ovary
ach-001453,Louvain_k20,4,prostate
ach-001458,Louvain_k20,10,colorectal
ach-000886,Louvain_k20,1,lung
ach-000888,Louvain_k20,0,lung
ach-000659,Louvain_k20,6,lung
ach-000030,Louvain_k20,1,lung
ach-001201,Louvain_k20,8,central_nervous_system
ach-000271,Louvain_k20,7,lymphocyte
ach-002676,Louvain_k20,5,blood
ach-000549,Louvain_k20,4,upper_aerodigestive
ach-000555,Louvain_k20,9,kidney
ach-000478,Louvain_k20,13,liver
ach-000775,Louvain_k20,6,lung
ach-002214,Louvain_k20,7,lymphocyte
ach-000038,Louvain_k20,7,lymphocyte
ach-001109,Louvain_k20,2,soft_tissue
ach-001442,Louvain_k20,4,epidermoid_carcinoma
ach-000559,Louvain_k20,6,lung
ach-000510,Louvain_k20,2,lung
ach-002065,Louvain_k20,13,central_nervous_system
ach-000676,Louvain_k20,12,central_nervous_system
ach-002659,Louvain_k20,10,colorectal
ach-000844,Louvain_k20,6,lung
ach-002403,Louvain_k20,13,skin
ach-002787,Louvain_k20,13,soft_tissue
ach-002497,Louvain_k20,1,lung
ach-002798,Louvain_k20,13,skin
ach-000925,Louvain_k20,10,lung
ach-002465,Louvain_k20,13,eye
ach-000272,Louvain_k20,9,kidney
ach-001035,Louvain_k20,11,bone
ach-003457,Louvain_k20,12,skin
ach-000513,Louvain_k20,9,kidney
ach-001059,Louvain_k20,2,soft_tissue
ach-000959,Louvain_k20,10,colorectal
ach-002283,Louvain_k20,8,peripheral_nervous_system
ach-000169,Louvain_k20,8,soft_tissue
ach-001402,Louvain_k20,13,cervix
ach-000796,Louvain_k20,1,ovary
ach-000143,Louvain_k20,6,lung
ach-000067,Louvain_k20,13,central_nervous_system
ach-000640,Louvain_k20,12,skin
ach-001591,Louvain_k20,6,lung
ach-001674,Louvain_k20,8,peripheral_nervous_system
ach-001698,Louvain_k20,4,upper_aerodigestive
ach-002002,Louvain_k20,13,skin
ach-002011,Louvain_k20,12,eye
ach-003268,Louvain_k20,13,soft_tissue
ach-000967,Louvain_k20,0,colorectal
ach-000469,Louvain_k20,13,central_nervous_system
ach-001353,Louvain_k20,1,pancreas
ach-001574,Louvain_k20,3,blood
ach-000097,Louvain_k20,0,breast
ach-000256,Louvain_k20,9,ovary
ach-000977,Louvain_k20,0,prostate
ach-000972,Louvain_k20,9,uterus
ach-001367,Louvain_k20,8,peripheral_nervous_system
ach-000382,Louvain_k20,6,lung
ach-003476,Louvain_k20,4,upper_aerodigestive
ach-000579,Louvain_k20,12,skin
ach-002035,Louvain_k20,13,lung
ach-001532,Louvain_k20,2,kidney
ach-000695,Louvain_k20,6,lung
ach-001795,Louvain_k20,13,soft_tissue
ach-001510,Louvain_k20,4,upper_aerodigestive
ach-000502,Louvain_k20,1,pancreas
ach-000183,Louvain_k20,7,plasma_cell
ach-000408,Louvain_k20,4,esophagus
ach-001496,Louvain_k20,10,esophagus
ach-000788,Louvain_k20,12,skin
ach-002405,Louvain_k20,12,skin
ach-002409,Louvain_k20,13,central_nervous_system
ach-001622,Louvain_k20,13,central_nervous_system
ach-000466,Louvain_k20,1,gastric
ach-001560,Louvain_k20,13,lung
ach-001019,Louvain_k20,6,skin
ach-003111,Louvain_k20,13,soft_tissue
ach-000005,Louvain_k20,3,blood
ach-001687,Louvain_k20,9,kidney
ach-001151,Louvain_k20,1,ovary
ach-000701,Louvain_k20,4,ovary
ach-000542,Louvain_k20,13,ovary
ach-000126,Louvain_k20,13,central_nervous_system
ach-001685,Louvain_k20,7,lymphocyte
ach-000933,Louvain_k20,1,pancreas
ach-000068,Louvain_k20,7,lymphocyte
ach-000015,Louvain_k20,2,lung
ach-001111,Louvain_k20,7,lymphocyte
ach-000487,Louvain_k20,3,blood
ach-000122,Louvain_k20,5,blood
ach-000288,Louvain_k20,13,breast
ach-001820,Louvain_k20,0,breast
ach-000782,Louvain_k20,5,blood
ach-001632,Louvain_k20,9,ovary
ach-002399,Louvain_k20,1,breast
ach-000357,Louvain_k20,7,lymphocyte
ach-000079,Louvain_k20,13,fibroblast
ach-001031,Louvain_k20,2,soft_tissue
ach-001064,Louvain_k20,7,lymphocyte
ach-002802,Louvain_k20,12,peripheral_nervous_system
ach-001048,Louvain_k20,1,ovary
ach-000453,Louvain_k20,7,plasma_cell
ach-003155,Louvain_k20,13,liver
ach-000791,Louvain_k20,1,lung
ach-000567,Louvain_k20,7,lymphocyte
ach-001391,Louvain_k20,13,breast
ach-001075,Louvain_k20,4,lung
ach-000105,Louvain_k20,5,blood
ach-000557,Louvain_k20,3,blood
ach-000175,Louvain_k20,13,fibroblast
ach-001356,Louvain_k20,13,thyroid
ach-001844,Louvain_k20,1,bile_duct
ach-001346,Louvain_k20,4,upper_aerodigestive
ach-000885,Louvain_k20,9,ovary
ach-000900,Louvain_k20,2,lung
ach-000666,Louvain_k20,0,lung
ach-001428,Louvain_k20,11,bone
ach-000217,Louvain_k20,13,liver
ach-000872,Louvain_k20,0,lung
ach-001974,Louvain_k20,12,skin
ach-002020,Louvain_k20,4,cervix
ach-001638,Louvain_k20,7,lymphocyte
ach-001228,Louvain_k20,4,upper_aerodigestive
ach-000181,Louvain_k20,4,upper_aerodigestive
ach-000115,Louvain_k20,0,prostate
ach-000130,Louvain_k20,5,blood
ach-000121,Louvain_k20,1,lung
ach-001711,Louvain_k20,2,central_nervous_system
ach-000934,Louvain_k20,0,breast
ach-000996,Louvain_k20,9,uterus
ach-001529,Louvain_k20,4,uterus
ach-001743,Louvain_k20,8,soft_tissue
ach-000320,Louvain_k20,1,pancreas
ach-000505,Louvain_k20,13,soft_tissue
ach-000781,Louvain_k20,0,lung
ach-000059,Louvain_k20,5,blood
ach-000920,Louvain_k20,5,blood
ach-000294,Louvain_k20,3,blood
ach-000422,Louvain_k20,13,liver
ach-000200,Louvain_k20,13,central_nervous_system
ach-000046,Louvain_k20,9,kidney
ach-000968,Louvain_k20,12,skin
ach-000830,Louvain_k20,6,lung
ach-000114,Louvain_k20,1,pancreas
ach-000402,Louvain_k20,7,lymphocyte
ach-001578,Louvain_k20,8,embryo
ach-000036,Louvain_k20,13,central_nervous_system
ach-000973,Louvain_k20,13,urinary_tract
ach-001128,Louvain_k20,2,soft_tissue
ach-003437,Louvain_k20,10,gastric
ach-000750,Louvain_k20,13,skin
ach-000285,Louvain_k20,7,lymphocyte
ach-002669,Louvain_k20,1,colorectal
ach-001858,Louvain_k20,13,bile_duct
ach-001997,Louvain_k20,1,bile_duct
ach-000052,Louvain_k20,11,bone
ach-001113,Louvain_k30,1,lung
ach-001289,Louvain_k30,0,soft_tissue
ach-001339,Louvain_k30,7,skin
ach-001979,Louvain_k30,7,skin
ach-002438,Louvain_k30,5,kidney
ach-001538,Louvain_k30,1,bile_duct
ach-000242,Louvain_k30,1,urinary_tract
ach-000708,Louvain_k30,6,colorectal
ach-000327,Louvain_k30,4,lung
ach-000233,Louvain_k30,2,lymphocyte
ach-000461,Louvain_k30,6,bile_duct
ach-000705,Louvain_k30,1,lung
ach-001794,Louvain_k30,5,soft_tissue
ach-002023,Louvain_k30,3,colorectal
ach-000528,Louvain_k30,1,lung
ach-002501,Louvain_k30,0,soft_tissue
ach-001655,Louvain_k30,5,uterus
ach-000167,Louvain_k30,2,plasma_cell
ach-000792,Louvain_k30,5,kidney
ach-001098,Louvain_k30,3,pancreas
ach-000570,Louvain_k30,5,central_nervous_system
ach-000351,Louvain_k30,1,gastric
ach-002075,Louvain_k30,10,lung
ach-002040,Louvain_k30,7,skin
ach-000769,Louvain_k30,10,lung
ach-000154,Louvain_k30,5,fibroblast
ach-000828,Louvain_k30,4,breast
ach-000421,Louvain_k30,6,colorectal
ach-000765,Louvain_k30,7,skin
ach-001375,Louvain_k30,3,pancreas
ach-000008,Louvain_k30,7,skin
ach-001814,Louvain_k30,5,bone
ach-000800,Louvain_k30,0,lung
ach-000606,Louvain_k30,1,upper_aerodigestive
ach-000317,Louvain_k30,8,kidney
ach-001492,Louvain_k30,2,lymphocyte
ach-000123,Louvain_k30,0,ovary
ach-000723,Louvain_k30,1,upper_aerodigestive
ach-002066,Louvain_k30,7,central_nervous_system
ach-001536,Louvain_k30,3,bile_duct
ach-003136,Louvain_k30,5,unknown
ach-000313,Louvain_k30,8,kidney
ach-002019,Louvain_k30,1,cervix
ach-000728,Louvain_k30,2,blood
ach-000700,Louvain_k30,5,lung
ach-000823,Louvain_k30,1,esophagus
ach-000678,Louvain_k30,3,gastric
ach-000006,Louvain_k30,9,blood
ach-002790,Louvain_k30,5,soft_tissue
ach-002029,Louvain_k30,1,upper_aerodigestive
ach-001377,Louvain_k30,6,pancreas
ach-000754,Louvain_k30,2,lymphocyte
ach-000465,Louvain_k30,7,skin
ach-000138,Louvain_k30,3,pancreas
ach-001864,Louvain_k30,1,bile_duct
ach-000383,Louvain_k30,3,esophagus
ach-001547,Louvain_k30,5,lung
ach-000917,Louvain_k30,3,esophagus
ach-002471,Louvain_k30,5,bone
ach-000984,Louvain_k30,8,uterus
ach-002678,Louvain_k30,2,lymphocyte
ach-001409,Louvain_k30,1,urinary_tract
ach-001707,Louvain_k30,2,blood
ach-000117,Louvain_k30,4,breast
ach-000999,Louvain_k30,6,colorectal
ach-000633,Louvain_k30,6,gastric
ach-000520,Louvain_k30,5,ovary
ach-000176,Louvain_k30,5,lung
ach-000017,Louvain_k30,4,breast
ach-000020,Louvain_k30,2,blood
ach-001385,Louvain_k30,0,upper_aerodigestive
ach-000587,Louvain_k30,3,lung
ach-000785,Louvain_k30,4,lung
ach-003469,Louvain_k30,5,thyroid
ach-000554,Louvain_k30,4,breast
ach-003180,Louvain_k30,5,soft_tissue
ach-001398,Louvain_k30,8,kidney
ach-001991,Louvain_k30,10,ovary
ach-001332,Louvain_k30,1,upper_aerodigestive
ach-000585,Louvain_k30,1,lung
ach-000550,Louvain_k30,5,skin
ach-000627,Louvain_k30,5,lung
ach-000704,Louvain_k30,8,ovary
ach-000276,Louvain_k30,8,breast
ach-000075,Louvain_k30,5,central_nervous_system
ach-000818,Louvain_k30,4,breast
ach-003184,Louvain_k30,5,soft_tissue
ach-001616,Louvain_k30,2,lymphocyte
ach-000625,Louvain_k30,6,liver
ach-000941,Louvain_k30,8,uterus
ach-000392,Louvain_k30,3,lung
ach-000269,Louvain_k30,5,central_nervous_system
ach-001670,Louvain_k30,0,peripheral_nervous_system
ach-003133,Louvain_k30,5,unknown
ach-000856,Louvain_k30,8,breast
ach-002687,Louvain_k30,7,eye
ach-001119,Louvain_k30,2,lymphocyte
ach-003132,Louvain_k30,5,unknown
ach-000376,Louvain_k30,5,central_nervous_system
ach-000685,Louvain_k30,1,pancreas
ach-000729,Louvain_k30,10,lung
ach-001034,Louvain_k30,0,bone
ach-001283,Louvain_k30,0,bone
ach-000880,Louvain_k30,6,gastric
ach-000035,Louvain_k30,1,lung
ach-001200,Louvain_k30,0,soft_tissue
ach-000194,Louvain_k30,5,fibroblast
ach-000322,Louvain_k30,7,skin
ach-000552,Louvain_k30,6,colorectal
ach-002508,Louvain_k30,5,skin
ach-000222,Louvain_k30,6,pancreas
ach-000260,Louvain_k30,0,peripheral_nervous_system
ach-001652,Louvain_k30,1,uterus
ach-000608,Louvain_k30,3,ovary
ach-000501,Louvain_k30,3,colorectal
ach-000612,Louvain_k30,2,lymphocyte
ach-002033,Louvain_k30,5,pleura
ach-001184,Louvain_k30,0,soft_tissue
ach-001688,Louvain_k30,8,kidney
ach-001838,Louvain_k30,3,bile_duct
ach-000638,Louvain_k30,3,lung
ach-001846,Louvain_k30,3,bile_duct
ach-000798,Louvain_k30,6,colorectal
ach-001321,Louvain_k30,10,thyroid
ach-000894,Louvain_k30,3,lung
ach-001559,Louvain_k30,5,lung
ach-000344,Louvain_k30,3,gastric
ach-000223,Louvain_k30,1,breast
ach-000031,Louvain_k30,3,pancreas
ach-000034,Louvain_k30,9,blood
ach-001861,Louvain_k30,3,bile_duct
ach-003468,Louvain_k30,5,thyroid
ach-000772,Louvain_k30,0,soft_tissue
ach-000946,Louvain_k30,3,uterus
ach-000596,Louvain_k30,3,lung
ach-001046,Louvain_k30,2,lung
ach-000632,Louvain_k30,7,skin
ach-000978,Louvain_k30,0,uterus
ach-000332,Louvain_k30,3,pancreas
ach-001841,Louvain_k30,1,bile_duct
ach-003273,Louvain_k30,9,blood
ach-000179,Louvain_k30,10,lung
ach-000887,Louvain_k30,3,central_nervous_system
ach-000368,Louvain_k30,5,central_nervous_system
ach-000240,Louvain_k30,5,fibroblast
ach-000578,Louvain_k30,3,lung
ach-001611,Louvain_k30,5,central_nervous_system
ach-000135,Louvain_k30,5,fibroblast
ach-001671,Louvain_k30,0,testis
ach-000406,Louvain_k30,9,blood
ach-001541,Louvain_k30,2,plasma_cell
ach-000998,Louvain_k30,6,colorectal
ach-000441,Louvain_k30,7,skin
ach-000960,Louvain_k30,2,blood
ach-000098,Louvain_k30,5,central_nervous_system
ach-001651,Louvain_k30,1,uterus
ach-001456,Louvain_k30,6,colorectal
ach-001336,Louvain_k30,1,cervix
ach-000284,Louvain_k30,5,fibroblast
ach-000971,Louvain_k30,6,colorectal
ach-001454,Louvain_k30,3,colorectal
ach-000926,Louvain_k30,6,colorectal
ach-000033,Louvain_k30,8,lung
ach-000576,Louvain_k30,2,plasma_cell
ach-000019,Louvain_k30,4,breast
ach-001577,Louvain_k30,9,blood
ach-001981,Louvain_k30,7,skin
ach-000330,Louvain_k30,4,breast
ach-000848,Louvain_k30,6,liver
ach-000481,Louvain_k30,3,lung
ach-001517,Louvain_k30,8,uterus
ach-000338,Louvain_k30,2,lymphocyte
ach-001959,Louvain_k30,0,bile_duct
ach-001414,Louvain_k30,1,urinary_tract
ach-001227,Louvain_k30,1,upper_aerodigestive
ach-000871,Louvain_k30,10,lung
ach-001403,Louvain_k30,8,ovary
ach-000805,Louvain_k30,7,skin
ach-001142,Louvain_k30,5,central_nervous_system
ach-001554,Louvain_k30,7,eye
ach-001667,Louvain_k30,7,soft_tissue
ach-000847,Louvain_k30,0,gastric
ach-001447,Louvain_k30,2,lymphocyte
ach-001537,Louvain_k30,0,bile_duct
ach-001207,Louvain_k30,5,fibroblast
ach-001854,Louvain_k30,5,bile_duct
ach-000832,Louvain_k30,1,upper_aerodigestive
ach-001975,Louvain_k30,7,skin
ach-000428,Louvain_k30,8,kidney
ach-001382,Louvain_k30,3,pancreas
ach-001302,Louvain_k30,0,peripheral_nervous_system
ach-000690,Louvain_k30,1,lung
ach-001134,Louvain_k30,2,lymphocyte
ach-000914,Louvain_k30,2,lymphocyte
ach-000858,Louvain_k30,1,lung
ach-001421,Louvain_k30,0,eye
ach-002796,Louvain_k30,0,soft_tissue
ach-003183,Louvain_k30,5,soft_tissue
ach-002716,Louvain_k30,9,blood
ach-003100,Louvain_k30,2,lymphocyte
ach-000544,Louvain_k30,1,esophagus
ach-000725,Louvain_k30,4,breast
ach-000566,Louvain_k30,8,urinary_tract
ach-000760,Louvain_k30,5,central_nervous_system
ach-001745,Louvain_k30,0,soft_tissue
ach-000787,Louvain_k30,5,lung
ach-001598,Louvain_k30,0,adrenal_cortex
ach-000749,Louvain_k30,0,lung
ach-001691,Louvain_k30,5,upper_aerodigestive
ach-001328,Louvain_k30,1,skin
ach-001704,Louvain_k30,7,skin
ach-001502,Louvain_k30,0,testis
ach-002844,Louvain_k30,5,soft_tissue
ach-001068,Louvain_k30,2,lymphocyte
ach-000358,Louvain_k30,10,lung
ach-002695,Louvain_k30,5,peripheral_nervous_system
ach-001672,Louvain_k30,0,testis
ach-001654,Louvain_k30,3,esophagus
ach-001521,Louvain_k30,1,skin
ach-000209,Louvain_k30,8,bile_duct
ach-001520,Louvain_k30,2,blood
ach-000213,Louvain_k30,3,pancreas
ach-001610,Louvain_k30,5,central_nervous_system
ach-001408,Louvain_k30,1,urinary_tract
ach-000991,Louvain_k30,6,colorectal
ach-001412,Louvain_k30,1,urinary_tract
ach-000331,Louvain_k30,5,lung
ach-001407,Louvain_k30,5,urinary_tract
ach-000580,Louvain_k30,7,skin
ach-000594,Louvain_k30,10,lung
ach-000684,Louvain_k30,8,kidney
ach-000742,Louvain_k30,5,fibroblast
ach-000868,Louvain_k30,3,lung
ach-000732,Louvain_k30,1,upper_aerodigestive
ach-001481,Louvain_k30,0,peripheral_nervous_system
ach-000429,Louvain_k30,8,kidney
