HGNC ID	Approved symbol	Previous symbols	Alias symbols	Ensembl gene ID	Locus group
HGNC:149	ACTG1P4	ACTGP4		ENSG00000236085	pseudogene
HGNC:151	ACTG1P6	ACTGP6			pseudogene
HGNC:152	ACTG1P7	ACTGP7			pseudogene
HGNC:153	ACTG1P8	ACTGP8			pseudogene
HGNC:154	ACTG1P9	ACTGP9		ENSG00000229349	pseudogene
HGNC:155	ACTG1P10	ACTL1, ACTGP10		ENSG00000231340	pseudogene
HGNC:37651	ACTG1P11			ENSG00000229465	pseudogene
HGNC:44496	ACTG1P12			ENSG00000226642	pseudogene
HGNC:49058	ACTG1P13			ENSG00000241305	pseudogene
HGNC:49751	ACTG1P14			ENSG00000230581	pseudogene
HGNC:51495	ACTG1P15			ENSG00000259904	pseudogene
HGNC:51496	ACTG1P16			ENSG00000260298	pseudogene
HGNC:51497	ACTG1P17			ENSG00000259315	pseudogene
HGNC:51498	ACTG1P18			ENSG00000218475	pseudogene
HGNC:51499	ACTG1P19			ENSG00000237999	pseudogene
HGNC:51500	ACTG1P20			ENSG00000241547	pseudogene
HGNC:51501	ACTG1P21			ENSG00000232672	pseudogene
HGNC:51502	ACTG1P22			ENSG00000271615	pseudogene
HGNC:51503	ACTG1P23			ENSG00000230362	pseudogene
HGNC:49661	ACTG1P24	POTENP		ENSG00000226359	pseudogene
HGNC:54872	ACTG1P25		AGPG	ENSG00000234996	pseudogene
HGNC:145	ACTG2	ACTL3, ACTA3	ACTSG	ENSG00000163017	protein-coding gene
HGNC:24124	ACTL6A		Actl6, BAF53A, Arp4, Baf53a, INO80K, SMARCN1	ENSG00000136518	protein-coding gene
HGNC:58683	ACTL6A-AS1			ENSG00000272660	non-coding RNA
HGNC:160	ACTL6B	ACTL6	BAF53B, SMARCN2	ENSG00000077080	protein-coding gene
HGNC:161	ACTL7A			ENSG00000187003	protein-coding gene
HGNC:162	ACTL7B		Tact1	ENSG00000148156	protein-coding gene
HGNC:24018	ACTL8		CT57	ENSG00000117148	protein-coding gene
HGNC:28494	ACTL9		MGC33407	ENSG00000181786	protein-coding gene
HGNC:16127	ACTL10	C20orf134		ENSG00000288649	protein-coding gene
HGNC:44626	ACTL11P	ACTBP13		ENSG00000234667	pseudogene
HGNC:24758	ACTMAP	C19orf54	FLJ41131	ENSG00000188493	protein-coding gene
HGNC:163	ACTN1			ENSG00000072110	protein-coding gene
HGNC:20131	ACTN1-DT	C14orf84, ACTN1-AS1		ENSG00000259062	non-coding RNA
HGNC:164	ACTN2			ENSG00000077522	protein-coding gene
HGNC:165	ACTN3			ENSG00000248746	protein-coding gene
HGNC:58248	ACTN3-AS1			ENSG00000250105	non-coding RNA
HGNC:166	ACTN4	FSGS1		ENSG00000130402	protein-coding gene
HGNC:58572	ACTN4-AS1			ENSG00000267375	non-coding RNA
HGNC:44028	ACTN4P1			ENSG00000213493	pseudogene
HGNC:44032	ACTN4P2			ENSG00000214141	pseudogene
HGNC:51621	ACTP1			ENSG00000229890	pseudogene
HGNC:167	ACTR1A		ARP1, Arp1A	ENSG00000138107	protein-coding gene
HGNC:54703	ACTR1AP1			ENSG00000233370	pseudogene
HGNC:168	ACTR1B	CTRN2	Arp1B	ENSG00000115073	protein-coding gene
HGNC:169	ACTR2		ARP2	ENSG00000138071	protein-coding gene
HGNC:56978	ACTR2P1			ENSG00000224334	pseudogene
HGNC:57006	ACTR2P2			ENSG00000213985	pseudogene
HGNC:170	ACTR3		ARP3	ENSG00000115091	protein-coding gene
HGNC:53965	ACTR3-AS1		AC104653.1		non-coding RNA
HGNC:17256	ACTR3B		ARP11, ARP3beta	ENSG00000133627	protein-coding gene
HGNC:37724	ACTR3BP1			ENSG00000270242	pseudogene
HGNC:38677	ACTR3BP2		FKSG73	ENSG00000226481	pseudogene
HGNC:38678	ACTR3BP3			ENSG00000260327	pseudogene
HGNC:38681	ACTR3BP4			ENSG00000249283	pseudogene
HGNC:38682	ACTR3BP5			ENSG00000227264	pseudogene
HGNC:38683	ACTR3BP6			ENSG00000280263	pseudogene
HGNC:54971	ACTR3BP7			ENSG00000226444	pseudogene
HGNC:37282	ACTR3C		ARP11	ENSG00000106526	protein-coding gene
HGNC:31820	ACTR3P1				pseudogene
HGNC:38676	ACTR3P2			ENSG00000232267	pseudogene
HGNC:38679	ACTR3P3			ENSG00000242573	pseudogene
HGNC:14671	ACTR5		FLJ12785, Arp5, INO80M	ENSG00000101442	protein-coding gene
HGNC:24025	ACTR6		ARP6, FLJ13433	ENSG00000075089	protein-coding gene
HGNC:44210	ACTR6P1			ENSG00000248915	pseudogene
HGNC:14672	ACTR8		INO80N, ARP8	ENSG00000113812	protein-coding gene
HGNC:17372	ACTR10		HARP11, ACTR11, Arp11, Arp10	ENSG00000131966	protein-coding gene
HGNC:24027	ACTRT1		AIP1, KIAA0705, ARIP1, Arp-T1	ENSG00000123165	protein-coding gene
HGNC:55127	ACTRT1P1			ENSG00000235239	pseudogene
HGNC:24026	ACTRT2		Arp-T2, ARPM2, FLJ25424	ENSG00000169717	protein-coding gene
HGNC:24022	ACTRT3		ARPM1	ENSG00000184378	protein-coding gene
HGNC:171	ACVR1	ACVRLK2	SKR1, ALK2, ACVR1A	ENSG00000115170	protein-coding gene
HGNC:172	ACVR1B	ACVRLK4	ALK4, SKR2, ActRIB	ENSG00000135503	protein-coding gene
HGNC:18123	ACVR1C		ALK7, ACVRLK7	ENSG00000123612	protein-coding gene
HGNC:173	ACVR2A	ACVR2	ACTRII	ENSG00000121989	protein-coding gene
HGNC:174	ACVR2B		ActR-IIB	ENSG00000114739	protein-coding gene
HGNC:44161	ACVR2B-AS1			ENSG00000229589	non-coding RNA
HGNC:175	ACVRL1	ACVRLK1, ORW2	HHT2, ALK1, HHT	ENSG00000139567	protein-coding gene
HGNC:177	ACY1			ENSG00000243989	protein-coding gene
HGNC:24104	ACY3		HCBP1, MGC9740, ACY-3, ASPA2	ENSG00000132744	protein-coding gene
HGNC:179	ACYP1			ENSG00000119640	protein-coding gene
HGNC:180	ACYP2			ENSG00000170634	protein-coding gene
HGNC:186	ADA		ADA1	ENSG00000196839	protein-coding gene
HGNC:1839	ADA2	IDGFL, CECR1	ADGF	ENSG00000093072	protein-coding gene
HGNC:30713	ADAD1		Tenr	ENSG00000164113	protein-coding gene
HGNC:58882	ADAD1-AS1			ENSG00000310421	non-coding RNA
HGNC:44550	ADAD1P1			ENSG00000270367	pseudogene
HGNC:44552	ADAD1P2			ENSG00000267511	pseudogene
HGNC:30714	ADAD2		TENRL, FLJ00337	ENSG00000140955	protein-coding gene
HGNC:58422	ADAD2-AS1			ENSG00000250685	non-coding RNA
HGNC:187	ADAM1A	ADAM1	ADAM1AP, FTNAP, PH-30a, Ftna, ADAM1P	ENSG00000229186	pseudogene
HGNC:44366	ADAM1B		ADAM1BP	ENSG00000226469	pseudogene
HGNC:198	ADAM2	FTNB	PH-30b, PH30, CT15	ENSG00000104755	protein-coding gene
HGNC:209	ADAM3A	CYRN1	ADAM3AP, ADAM3, tMDCI	ENSG00000197475	pseudogene
HGNC:210	ADAM3B	CYRN2		ENSG00000260089	pseudogene
HGNC:212	ADAM5	ADAM5P	tMDCII	ENSG00000196115	pseudogene
HGNC:213	ADAM6	C14orf96	ADAM6P, tMDCIV	ENSG00000271968	pseudogene
HGNC:214	ADAM7		GP-83, EAPI	ENSG00000069206	protein-coding gene
HGNC:56152	ADAM7-AS1			ENSG00000253535	non-coding RNA
HGNC:56153	ADAM7-AS2			ENSG00000253643	non-coding RNA
HGNC:215	ADAM8		CD156, MS2, CD156A	ENSG00000151651	protein-coding gene
HGNC:216	ADAM9	CORD9	MDC9, KIAA0021, MCMP, Mltng	ENSG00000168615	protein-coding gene
HGNC:188	ADAM10		kuz, MADM, HsT18717, CD156C	ENSG00000137845	protein-coding gene
HGNC:189	ADAM11	MDC		ENSG00000073670	protein-coding gene
HGNC:190	ADAM12		MCMPMltna, MLTN	ENSG00000148848	protein-coding gene
HGNC:193	ADAM15		MDC15	ENSG00000143537	protein-coding gene
HGNC:195	ADAM17	TACE	cSVP, CD156B	ENSG00000151694	protein-coding gene
HGNC:196	ADAM18		tMDCIII, ADAM27	ENSG00000168619	protein-coding gene
HGNC:197	ADAM19		MLTNB	ENSG00000135074	protein-coding gene
HGNC:199	ADAM20			ENSG00000134007	protein-coding gene
HGNC:20102	ADAM20P1	C14orf55		ENSG00000259158	pseudogene
HGNC:43901	ADAM20P2			ENSG00000248574	pseudogene
HGNC:43902	ADAM20P3			ENSG00000249162	pseudogene
HGNC:200	ADAM21		ADAM31	ENSG00000139985	protein-coding gene
HGNC:19822	ADAM21P1	ADAM21P		ENSG00000235812	pseudogene
HGNC:201	ADAM22		MDC2	ENSG00000008277	protein-coding gene
HGNC:202	ADAM23		MDC3	ENSG00000114948	protein-coding gene
HGNC:203	ADAM24P			ENSG00000214607	pseudogene
HGNC:206	ADAM28		eMDCII, MDC-Lm, MDC-Ls, ADAM23	ENSG00000042980	protein-coding gene
HGNC:207	ADAM29		svph1, CT73	ENSG00000168594	protein-coding gene
HGNC:208	ADAM30		svph4	ENSG00000134249	protein-coding gene
HGNC:15479	ADAM32			ENSG00000197140	protein-coding gene
HGNC:15478	ADAM33	C20orf153	DKFZp434K0521, dJ964F7.1	ENSG00000149451	protein-coding gene
HGNC:16299	ADAMDEC1		M12.219	ENSG00000134028	protein-coding gene
HGNC:217	ADAMTS1		C3-C5, METH1, KIAA1346	ENSG00000154734	protein-coding gene
HGNC:218	ADAMTS2		ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI	ENSG00000087116	protein-coding gene
HGNC:219	ADAMTS3		KIAA0366, ADAMTS-4	ENSG00000156140	protein-coding gene
HGNC:40063	ADAMTS3-AS1			ENSG00000250877	non-coding RNA
HGNC:58811	ADAMTS3-AS2			ENSG00000301873	non-coding RNA
HGNC:58812	ADAMTS3-AS3			ENSG00000300789	non-coding RNA
HGNC:220	ADAMTS4		KIAA0688, ADAMTS-2, ADMP-1	ENSG00000158859	protein-coding gene
HGNC:221	ADAMTS5		ADMP-2, ADAMTS11	ENSG00000154736	protein-coding gene
HGNC:222	ADAMTS6		ADAM-TS6	ENSG00000049192	protein-coding gene
HGNC:59062	ADAMTS6-DT			ENSG00000294488	non-coding RNA
HGNC:223	ADAMTS7		ADAM-TS7, DKFZp434H204	ENSG00000136378	protein-coding gene
HGNC:49407	ADAMTS7P1	ADAMTS7P2		ENSG00000274376	pseudogene
HGNC:49409	ADAMTS7P3			ENSG00000261143	pseudogene
HGNC:49410	ADAMTS7P4			ENSG00000218052	pseudogene
HGNC:56992	ADAMTS7P5			ENSG00000274717	pseudogene
HGNC:224	ADAMTS8		METH2, FLJ41712, ADAM-TS8	ENSG00000134917	protein-coding gene
HGNC:13202	ADAMTS9		KIAA1312	ENSG00000163638	protein-coding gene
HGNC:40625	ADAMTS9-AS1			ENSG00000241158	non-coding RNA
HGNC:42435	ADAMTS9-AS2			ENSG00000241684	non-coding RNA
HGNC:13201	ADAMTS10		ADAM-TS10	ENSG00000142303	protein-coding gene
HGNC:58599	ADAMTS10-AS1			ENSG00000267986	non-coding RNA
HGNC:14605	ADAMTS12			ENSG00000151388	protein-coding gene
HGNC:1366	ADAMTS13	C9orf8	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	ENSG00000160323	protein-coding gene
HGNC:14899	ADAMTS14			ENSG00000138316	protein-coding gene
HGNC:16305	ADAMTS15			ENSG00000166106	protein-coding gene
HGNC:17108	ADAMTS16		ADAMTS16s	ENSG00000145536	protein-coding gene
HGNC:58093	ADAMTS16-AS1		AC022424.2	ENSG00000250866	non-coding RNA
HGNC:55548	ADAMTS16-DT			ENSG00000250579	non-coding RNA
HGNC:17109	ADAMTS17		FLJ32769, FLJ16363	ENSG00000140470	protein-coding gene
HGNC:58617	ADAMTS17-AS1			ENSG00000259356	non-coding RNA
HGNC:17110	ADAMTS18	ADAMTS21		ENSG00000140873	protein-coding gene
HGNC:17111	ADAMTS19			ENSG00000145808	protein-coding gene
HGNC:40797	ADAMTS19-AS1		RP11-346A9.1	ENSG00000249421	non-coding RNA
HGNC:17178	ADAMTS20		GON-1	ENSG00000173157	protein-coding gene
HGNC:14632	ADAMTSL1	C9orf94	ADAMTSR1, FLJ35283	ENSG00000178031	protein-coding gene
HGNC:14631	ADAMTSL2		KIAA0605	ENSG00000197859	protein-coding gene
HGNC:14633	ADAMTSL3		KIAA1233, punctin-2	ENSG00000156218	protein-coding gene
HGNC:19706	ADAMTSL4	TSRC1	DKFZP434K1772	ENSG00000143382	protein-coding gene
HGNC:32041	ADAMTSL4-AS1	C1orf138	FLJ45786	ENSG00000203804	non-coding RNA
HGNC:40895	ADAMTSL4-AS2			ENSG00000237781	non-coding RNA
HGNC:27912	ADAMTSL5	THSD6		ENSG00000185761	protein-coding gene
HGNC:16486	ADAP1	CENTA1	GCS1L	ENSG00000105963	protein-coding gene
HGNC:16487	ADAP2	CENTA2		ENSG00000184060	protein-coding gene
HGNC:225	ADAR	IFI4, G1P1	ADAR1, DRADA	ENSG00000160710	protein-coding gene
HGNC:226	ADARB1		ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d	ENSG00000197381	protein-coding gene
HGNC:227	ADARB2		RED2, hRED2, ADAR3	ENSG00000185736	protein-coding gene
HGNC:23299	ADARB2-AS1	C10orf109, NCRNA00168	bA466B20.1	ENSG00000205696	non-coding RNA
HGNC:228	ADAT1			ENSG00000065457	protein-coding gene
HGNC:21172	ADAT2	DEADC1	dJ20N2.1, TAD2	ENSG00000189007	protein-coding gene
HGNC:25151	ADAT3		TAD3	ENSG00000213638	protein-coding gene
HGNC:19038	ADCK1		FLJ39600	ENSG00000063761	protein-coding gene
HGNC:19039	ADCK2		MGC20727	ENSG00000133597	protein-coding gene
HGNC:21738	ADCK5		FLJ35454	ENSG00000173137	protein-coding gene
HGNC:229	ADCP1				other
HGNC:232	ADCY1	DFNB44	AC1	ENSG00000164742	protein-coding gene
HGNC:233	ADCY2		HBAC2, KIAA1060, AC2	ENSG00000078295	protein-coding gene
HGNC:40064	ADCY2-AS1			ENSG00000250761	non-coding RNA
HGNC:58999	ADCY2-AS2			ENSG00000305555	non-coding RNA
HGNC:234	ADCY3		AC3	ENSG00000138031	protein-coding gene
HGNC:235	ADCY4		AC4	ENSG00000129467	protein-coding gene
HGNC:236	ADCY5		AC5	ENSG00000173175	protein-coding gene
HGNC:237	ADCY6		AC6	ENSG00000174233	protein-coding gene
HGNC:53332	ADCY6-DT			ENSG00000257660	non-coding RNA
HGNC:238	ADCY7		KIAA0037, AC7	ENSG00000121281	protein-coding gene
HGNC:239	ADCY8	ADCY3	HBAC1, AC8	ENSG00000155897	protein-coding gene
HGNC:240	ADCY9		AC9	ENSG00000162104	protein-coding gene
HGNC:21285	ADCY10		SAC, Sacy, SACI, HCA2, RP1-313L4.2	ENSG00000143199	protein-coding gene
HGNC:44143	ADCY10P1			ENSG00000161912	pseudogene
HGNC:241	ADCYAP1		PACAP	ENSG00000141433	protein-coding gene
HGNC:242	ADCYAP1R1		PAC1, PACAPR, PAC1R	ENSG00000078549	protein-coding gene
HGNC:243	ADD1			ENSG00000087274	protein-coding gene
HGNC:58714	ADD1-DT			ENSG00000296107	non-coding RNA
HGNC:244	ADD2		ADDB	ENSG00000075340	protein-coding gene
HGNC:40065	ADD2-AS1			ENSG00000235035	non-coding RNA
HGNC:245	ADD3	ADDL		ENSG00000148700	protein-coding gene
HGNC:48682	ADD3-AS1			ENSG00000203876	non-coding RNA
HGNC:21212	ADGB	C6orf103	FLJ23121, dJ408K24.1, CAPN16	ENSG00000118492	protein-coding gene
HGNC:55654	ADGB-DT			ENSG00000237468	non-coding RNA
HGNC:13838	ADGRA1	GPR123	KIAA1828	ENSG00000197177	protein-coding gene
HGNC:49543	ADGRA1-AS1	GPR123-AS1		ENSG00000256925	non-coding RNA
HGNC:17849	ADGRA2	GPR124	TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390	ENSG00000020181	protein-coding gene
HGNC:13839	ADGRA3	GPR125	FLJ38547, PGR21	ENSG00000152990	protein-coding gene
HGNC:55918	ADGRA3P1			ENSG00000256616	pseudogene
HGNC:943	ADGRB1	BAI1		ENSG00000181790	protein-coding gene
HGNC:944	ADGRB2	BAI2		ENSG00000121753	protein-coding gene
HGNC:945	ADGRB3	BAI3	KIAA0550	ENSG00000135298	protein-coding gene
HGNC:55774	ADGRB3-DT		AL391807.1, RP3-525N10.2	ENSG00000230910	non-coding RNA
HGNC:19893	ADGRD1	GPR133	DKFZp434B1272, PGR25	ENSG00000111452	protein-coding gene
HGNC:53314	ADGRD1-AS1		LACAT8	ENSG00000256151	non-coding RNA
HGNC:58275	ADGRD1-AS2			ENSG00000256810	non-coding RNA
HGNC:18651	ADGRD2	GPR144	PGR24	ENSG00000180264	protein-coding gene
HGNC:3336	ADGRE1	TM7LN3, EMR1		ENSG00000174837	protein-coding gene
HGNC:3337	ADGRE2	EMR2	CD312	ENSG00000127507	protein-coding gene
HGNC:23647	ADGRE3	EMR3		ENSG00000131355	protein-coding gene
HGNC:19240	ADGRE4P	GPR127, EMR4, EMR4P	PGR16	ENSG00000268758	pseudogene
HGNC:1711	ADGRE5	CD97	TM7LN1	ENSG00000123146	protein-coding gene
HGNC:18990	ADGRF1	GPR110	hGPCR36, PGR19	ENSG00000153292	protein-coding gene
HGNC:18991	ADGRF2P	GPR111, ADGRF2	hGPCR35, PGR20	ENSG00000164393	pseudogene
HGNC:18989	ADGRF3	GPR113	hGPCR37, PGR23	ENSG00000173567	protein-coding gene
HGNC:19011	ADGRF4	GPR115	FLJ38076, PGR18	ENSG00000153294	protein-coding gene
HGNC:19030	ADGRF5	GPR116	DKFZp564O1923, KIAA0758	ENSG00000069122	protein-coding gene
HGNC:40864	ADGRF5-AS1			ENSG00000225730	non-coding RNA
HGNC:32922	ADGRF5P1	GPR116P1		ENSG00000227582	pseudogene
HGNC:32921	ADGRF5P2	GPR116P2		ENSG00000204818	pseudogene
HGNC:4512	ADGRG1	GPR56	TM7LN4, TM7XN1	ENSG00000205336	protein-coding gene
HGNC:4516	ADGRG2	GPR64	HE6, TM7LN2, EDDM6	ENSG00000173698	protein-coding gene
HGNC:13728	ADGRG3	GPR97	Pb99, PGR26	ENSG00000182885	protein-coding gene
HGNC:18992	ADGRG4	GPR112	RP1-299I16, PGR17	ENSG00000156920	protein-coding gene
HGNC:19010	ADGRG5	GPR114	PGR27	ENSG00000159618	protein-coding gene
HGNC:13841	ADGRG6	GPR126	FLJ14937	ENSG00000112414	protein-coding gene
HGNC:19241	ADGRG7	GPR128	FLJ14454	ENSG00000144820	protein-coding gene
HGNC:20973	ADGRL1	LPHN1	KIAA0821, CIRL1, LEC2	ENSG00000072071	protein-coding gene
HGNC:55309	ADGRL1-AS1			ENSG00000267169	non-coding RNA
HGNC:18582	ADGRL2	LPHH1, LPHN2	KIAA0786, LEC1, CIRL2	ENSG00000117114	protein-coding gene
HGNC:20974	ADGRL3	LPHN3	KIAA0768, LEC3	ENSG00000150471	protein-coding gene
HGNC:50604	ADGRL3-AS1	LPHN3-AS1		ENSG00000248692	non-coding RNA
HGNC:58798	ADGRL3-AS2			ENSG00000205682	non-coding RNA
HGNC:58799	ADGRL3-AS3			ENSG00000289308	non-coding RNA
HGNC:20822	ADGRL4	ELTD1	ETL	ENSG00000162618	protein-coding gene
HGNC:17416	ADGRV1	USH2C, MASS1, GPR98	DKFZp761P0710, KIAA0686, FEB4, VLGR1	ENSG00000164199	protein-coding gene
HGNC:59094	ADGRV1-AS1				non-coding RNA
HGNC:249	ADH1A	ADH1		ENSG00000187758	protein-coding gene
HGNC:250	ADH1B	ADH2		ENSG00000196616	protein-coding gene
HGNC:251	ADH1C	ADH3		ENSG00000248144	protein-coding gene
HGNC:252	ADH4		ADH-2	ENSG00000198099	protein-coding gene
HGNC:253	ADH5	FDH	ADH-3, ADHX, GSNOR	ENSG00000197894	protein-coding gene
HGNC:22976	ADH5P2			ENSG00000232676	pseudogene
HGNC:22991	ADH5P3			ENSG00000223694	pseudogene
HGNC:21377	ADH5P4	ADH5B	bA707M13.2	ENSG00000233859	pseudogene
HGNC:54523	ADH5P5			ENSG00000234865	pseudogene
HGNC:255	ADH6		ADH-5	ENSG00000172955	protein-coding gene
HGNC:256	ADH7		ADH-4	ENSG00000196344	protein-coding gene
HGNC:16354	ADHFE1		FLJ32430	ENSG00000147576	protein-coding gene
HGNC:30576	ADI1		SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD	ENSG00000182551	protein-coding gene
HGNC:52339	ADI1P1			ENSG00000235102	pseudogene
HGNC:52340	ADI1P2			ENSG00000250684	pseudogene
HGNC:52341	ADI1P3			ENSG00000258369	pseudogene
HGNC:28606	ADIG		MGC39724, SMAF1, RP5-1100H13.2	ENSG00000182035	protein-coding gene
HGNC:56273	ADIPINT			ENSG00000292223	non-coding RNA
HGNC:13633	ADIPOQ	ACDC	ACRP30, apM1, GBP28, adiponectin	ENSG00000181092	protein-coding gene
HGNC:40648	ADIPOQ-AS1			ENSG00000226482	non-coding RNA
HGNC:24040	ADIPOR1		PAQR1, ACDCR1	ENSG00000159346	protein-coding gene
HGNC:44910	ADIPOR1P1			ENSG00000232497	pseudogene
HGNC:44911	ADIPOR1P2			ENSG00000258805	pseudogene
HGNC:24041	ADIPOR2		PAQR2, ACDCR2	ENSG00000006831	protein-coding gene
HGNC:24043	ADIRF	C10orf116	APM2, AFRO	ENSG00000148671	protein-coding gene
HGNC:45127	ADIRF-AS1			ENSG00000272734	non-coding RNA
HGNC:15873	ADISSP	C20orf27	FLJ20550	ENSG00000101220	protein-coding gene
HGNC:58498	ADISSPP1			ENSG00000271547	pseudogene
HGNC:58499	ADISSPP2			ENSG00000260082	pseudogene
HGNC:257	ADK		AK	ENSG00000156110	protein-coding gene
HGNC:58381	ADK-AS1			ENSG00000232342	non-coding RNA
HGNC:259	ADM		AM	ENSG00000148926	protein-coding gene
HGNC:55516	ADM-DT			ENSG00000254554	non-coding RNA
HGNC:28898	ADM2		AM2, FLJ21135	ENSG00000128165	protein-coding gene
HGNC:27293	ADM5	C19orf76	AM5	ENSG00000224420	protein-coding gene
HGNC:15766	ADNP		KIAA0784, ADNP1	ENSG00000101126	protein-coding gene
HGNC:51227	ADNP-AS1			ENSG00000259456	non-coding RNA
HGNC:23803	ADNP2	ZNF508	KIAA0863	ENSG00000101544	protein-coding gene
HGNC:23506	ADO	C10orf22	FLJ14547	ENSG00000181915	protein-coding gene
HGNC:262	ADORA1		RDC7	ENSG00000163485	protein-coding gene
HGNC:40067	ADORA1-AS1			ENSG00000224671	non-coding RNA
HGNC:40066	ADORA1-AS2			ENSG00000234775	non-coding RNA
HGNC:263	ADORA2A	ADORA2	RDC8	ENSG00000128271	protein-coding gene
HGNC:37122	ADORA2A-AS1	C22orf45	FLJ34651, hLinfRNA1	ENSG00000178803	non-coding RNA
HGNC:264	ADORA2B			ENSG00000170425	protein-coding gene
HGNC:265	ADORA2BP1	ADORA2BP		ENSG00000236136	pseudogene
HGNC:268	ADORA3		AD026, A3AR	ENSG00000282608	protein-coding gene
HGNC:25250	ADPGK		DKFZp434B195, ADP-GK	ENSG00000159322	protein-coding gene
HGNC:44144	ADPGK-AS1			ENSG00000260898	non-coding RNA
HGNC:269	ADPRH		ARH1	ENSG00000144843	protein-coding gene
HGNC:58775	ADPRH-AS1		AC073352.1	ENSG00000272967	non-coding RNA
HGNC:21303	ADPRHL1		ARH2	ENSG00000153531	protein-coding gene
HGNC:30925	ADPRM	C17orf48	MDS006	ENSG00000170222	protein-coding gene
HGNC:21304	ADPRS	ADPRHL2	ARH3, FLJ20446	ENSG00000116863	protein-coding gene
HGNC:277	ADRA1A	ADRA1C	ADRA1L1	ENSG00000120907	protein-coding gene
HGNC:278	ADRA1B			ENSG00000170214	protein-coding gene
HGNC:280	ADRA1D		ADRA1R, ADRA1A, ADRA1	ENSG00000171873	protein-coding gene
HGNC:281	ADRA2A	ADRA2, ADRA2R	ADRAR	ENSG00000150594	protein-coding gene
HGNC:282	ADRA2B	ADRA2L1, ADRA2RL1	ADRARL1	ENSG00000274286	protein-coding gene
HGNC:283	ADRA2C	ADRA2L2, ADRA2RL2	ADRARL2	ENSG00000184160	protein-coding gene
HGNC:285	ADRB1	ADRB1R		ENSG00000043591	protein-coding gene
HGNC:286	ADRB2	ADRB2R	ADRBR, BAR, B2AR, ARB2	ENSG00000169252	protein-coding gene
HGNC:288	ADRB3			ENSG00000188778	protein-coding gene
HGNC:15759	ADRM1		GP110, Rpn13, ARM1, PSMD16	ENSG00000130706	protein-coding gene
HGNC:291	ADSL			ENSG00000239900	protein-coding gene
HGNC:20093	ADSS1	ADSSL1	FLJ38602	ENSG00000185100	protein-coding gene
HGNC:292	ADSS2	ADSS		ENSG00000035687	protein-coding gene
HGNC:21214	ADTRP	C6orf105	dJ413H6.1, AIG1L	ENSG00000111863	protein-coding gene
HGNC:303	AEBP1		ACLP	ENSG00000106624	protein-coding gene
HGNC:24051	AEBP2		MGC17922	ENSG00000139154	protein-coding gene
HGNC:25722	AEN	ISG20L1	FLJ12484, FLJ12562	ENSG00000181026	protein-coding gene
HGNC:24017	AFAP1		AFAP-110, AFAP	ENSG00000196526	protein-coding gene
HGNC:28141	AFAP1-AS1	AFAP1AS, AFAP1-AS	ATMLP, MGC10981	ENSG00000272620	non-coding RNA
HGNC:58726	AFAP1-AS2			ENSG00000287164	non-coding RNA
HGNC:26714	AFAP1L1		FLJ36748	ENSG00000157510	protein-coding gene
HGNC:25901	AFAP1L2	KIAA1914	FLJ14564, Em:AC005383.4, XB130	ENSG00000169129	protein-coding gene
HGNC:7137	AFDN	MLLT4	AF-6, AF6	ENSG00000130396	protein-coding gene
HGNC:21236	AFDN-DT	AFDN-AS1, C6orf124, LINC01558, MLLT4-AS1	HGC6.4, dJ431P23.3, XBP1SBM	ENSG00000198221	non-coding RNA
HGNC:7135	AFF1	PBM1, MLLT2	AF-4, AF4, FEL	ENSG00000172493	protein-coding gene
HGNC:53447	AFF1-AS1				non-coding RNA
HGNC:3776	AFF2	FMR2	FRAXE	ENSG00000155966	protein-coding gene
HGNC:41334	AFF2-IT1			ENSG00000223516	non-coding RNA
HGNC:6473	AFF3	LAF4	MLLT2-like	ENSG00000144218	protein-coding gene
HGNC:17869	AFF4		AF5Q31, MCEF	ENSG00000072364	protein-coding gene
HGNC:55235	AFF4-DT			ENSG00000272023	non-coding RNA
HGNC:56526	AFF4P1			ENSG00000249820	pseudogene
HGNC:16411	AFG1L	LACE1	AFG1	ENSG00000135537	protein-coding gene
HGNC:18119	AFG2A	SPATA5	SPAF, AFG2	ENSG00000145375	protein-coding gene
HGNC:28762	AFG2B	SPATA5L1	MGC5347, FLJ12286	ENSG00000171763	protein-coding gene
HGNC:314	AFG3L1P	AFG3, AFG3L1		ENSG00000223959	pseudogene
HGNC:315	AFG3L2	SCA28	SPAX5	ENSG00000141385	protein-coding gene
HGNC:24169	AFG3L2P1	AFG3L2P		ENSG00000253606	pseudogene
HGNC:316	AFM		ALB2, ALBA	ENSG00000079557	protein-coding gene
HGNC:20910	AFMID		DKFZp686F03259, KF	ENSG00000183077	protein-coding gene
HGNC:317	AFP	HPAFP	FETA	ENSG00000081051	protein-coding gene
HGNC:25951	AFTPH		MGC33965, FLJ20080, FLJ23793, Nbla10388	ENSG00000119844	protein-coding gene
HGNC:52788	AFTPH-DT			ENSG00000260101	non-coding RNA
